id	signatuur	aantal_teksten	datering
TDRA000000008908	MÜNSTER, DB : Domarchiv 10	1	14??
TDRA000000000398	'S-GRAVENHAGE, MM : 10 E 2	4	1440
TDRA000000003849	BRUSSEL, KB : 12078	29	1496
TDRA000000003691	BRUSSEL, KB : 3040	15	14??
TDRA000000004698	OSNABRÜCK, NSA : Dep 58 d Nr. C XIII	1	1475/1500
TDRA000000015795	Olim EGE (Cleveland) : 71	1	14??
TDRA000000001938	LEIDEN, UB : BPL 2145	12	1475/1525
TDRA000000008049	BRUSSEL, KB : 5003	2	
TDRA000000012011	SAN MARINO, HL : HM 1148	1	1480
TDRA000000014460	'S-HEERENBERG, HB : 32	1	1460
TDRA000000004673	NEW YORK, PML : M. 945	1	1440/1445
TDRA000000013469	BRUSSEL, KB : II 460	1	1500/1579
TDRA000000009431	GENT, SA : Inventaris Sint-Jacobsgodhuis	2	1425
TDRA000000010160	Olim SOTHEBY'S (Londen) : Cat. 1985-06-25, nr. 105	1	
TDRA000000007408	BRUSSEL, KB : IV 1258	1	1500
TDRA000000005579	HAMBURG, SUB : Scrin. 152	1	1480
TDRA000000014474	BERLIJN, KK : Cim. 25	6	1482
TDRA000000003108	'S-GRAVENHAGE, KB : 76 E 5	7	1374
TDRA000000000401	'S-GRAVENHAGE, MM : 10 F 3	2	1465/1470
TDRA000000016263	Olim TENNER (Heidelberg) : Cat 147 nr. 3	1	14??
TDRA000000004129	BRUSSEL, KB : II 4945	16	15??
TDRA000000015030	Olim SIX VAN HILLEGOM (Amsterdam) : Cat. 1928 nr. 208	1	1475/1500
TDRA000000005223	FRANKFURT, SUB : Praed. 12	28	1510
TDRA000000010148	OXFORD, LC : 149	1	1450/1475
TDRA000000001864	BRUSSEL, KB : IV 1010	19	1425/1475
TDRA000000009586	TRIER, BA : 539	1	14??
TDRA000000003915	BRUSSEL, KB : 18270	41	15??
TDRA000000006879	WENEN, ONB : 1984	1	1520/1530
TDRA000000005380	MÜNCHEN, BSB : Cgm 180	6	
TDRA000000008868	WOLFENBÜTTEL, HAB : 1189 Helmst.	6	1462
TDRA000000005394	MÜNCHEN, BSB : Cgm 5204	5	1510
TDRA000000010799	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1459
TDRA000000006110	Olim MÜNSTER, UB : 424 (verloren)	1	
TDRA000000000561	ROTTERDAM, GB : 96 F 2	1	1475/1500
TDRA000000004707	DARMSTADT, HLHB : 1873	9	1435
TDRA000000003068	BERLIJN, SBB-PK : Germ. Oct. 472 (1)	1	
TDRA000000000207	GENT, UB : 1353	39	1394
TDRA000000004713	DARMSTADT, HLHB : 1962	30	1525
TDRA000000006104	MÜNSTER, UB : 771	1	
TDRA000000010766	BALTIMORE, WAG : W. 431	1	1490/1500
TDRA000000013247	Olim ALBERDINGK THIJM (Amsterdam) : Cat. 1890, nr. 1357	1	14??
TDRA000000010996	LOS ANGELES, PGM : Ludwig IX 17	1	1500
TDRA000000004049	BRUSSEL, KB : II 1332	47	1510
TDRA000000006138	HEVERLEE, NP : 833 bis	10	
TDRA000000000549	ROTTERDAM, GB : 96 E 14	10	1432/1500
TDRA000000008115	Olim STERCK (Aerdenhout) : 12	12	
TDRA000000013253	Olim ALBERDINGK THIJM (Amsterdam) : Cat. 1890, nr. 1373	1	14??
TDRA000000013904	Olim VAN DER LINDE : Cat. 1864, nr. 203	1	14??
TDRA000000002809	LEEUWARDEN, PBF : Hs. 290	1	1503/1525
TDRA000000007971	BRUSSEL, KB : IV 1137	11	1425
TDRA000000011875	Olim TENNER (Heidelberg) : Cat. 147 nr. 2	1	1430/1450
TDRA000000005800	PARIJS, BA : 8223	7	14??
TDRA000000011861	Olim BUTE : 96	1	1460
TDRA000000009960	BALTIMORE, WAG : W. 95	1	1320/1330
TDRA000000014931	WARBURG (New York) : 15	1	1510
TDRA000000011691	KETTERER KUNST (Hamburg) : Cat. Auktion 231 (28/29-05-1999) nr. 21	1	1480
TDRA000000001496	LEIDEN, UB : LTK 1985	1	1469/1475
TDRA000000005828	LÜBECK, SB : Theol. Germ. 14	1	14??
TDRA000000004288	CAMBRIDGE, FM : 146	1	1475/1525
TDRA000000010216	LIVERPOOL, UL : Radcliffe 5	1	1425/1475
TDRA000000004263	WEERT, GM : CMW 2	1	1477
TDRA000000002612	'S-GRAVENHAGE, KB : 135 C 10	1	1450/1500
TDRA000000014716	PRINCETON, UL : Garrett 53	1	1470
TDRA000000004505	OXFORD, BL : Douce 57	1	1425/1475
TDRA000000009021	KATZER (Liberec) : 15	4	1350/1400
TDRA000000004511	OXFORD, BL : Douce 219-220	1	1480
TDRA000000002606	'S-GRAVENHAGE, KB : 135 C 4	1	
TDRA000000010202	LEEDS, UL : Brotherton 3	1	1425/1475
TDRA000000003530	'S-GRAVENHAGE, KB : 70 H 36	4	1500
TDRA000000005141	AMSTERDAM, UB : VIII D 26	21	1467
TDRA000000015434	SIGMARINGEN, FHM : 48	1	
TDRA000000009009	XANTEN, SPA : 101	1	
TDRA000000001333	LEIDEN, UB : LTK 301	8	1500/1550
TDRA000000008470	LONDEN, LUC : Germ. 25	6	1522
TDRA000000001332	LEIDEN, UB : LTK 300	9	1450/1500
TDRA000000001326	LEIDEN, UB : LTK 294	21	1475/1500
TDRA000000003257	'S-GRAVENHAGE, KB : 76 G 17	1	1300/1310
TDRA000000007031	NEW YORK, PML : M. 304	1	1450
TDRA000000007019	ENSCHEDE, RT : Inv. 18A	1	1490
TDRA000000010203	LEEDS, UL : Brotherton 6	1	1450/1500
TDRA000000005168	UTRECHT, MCC : BMH 166	6	14??
TDRA000000004276	CAMBRIDGE, FM : 139	1	14??
TDRA000000004262	WEERT, GM : CMW 1	7	1475/1500
TDRA000000006475	UTRECHT, UB : 15 C 9	1	1440/1460
TDRA000000009020	KATZER (Liberec) : 14	1	13??
TDRA000000006313	Olim LEUVEN, UB : s.o. (verloren)	1	
TDRA000000014924	BRUSSEL, KB : IV 179	1	1410
TDRA000000003280	'S-GRAVENHAGE, KB : 74 H 42	1	1460/1480
TDRA000000007958	DORDRECHT, MSG : s.o.	1	14??
TDRA000000007794	BRUSSEL, KB : IV 261 (1)	1	1475/1500
TDRA000000009961	BALTIMORE, JHU : Milton Eisenhower Library 186, 016	1	1462
TDRA000000014930	WARBURG (New York) : 12	1	1510
TDRA000000003294	'S-GRAVENHAGE, KB : 72 J 7	1	1450/1500
TDRA000000011860	Olim BUTE : 96	1	1430/1450
TDRA000000009949	WARE, SEC : 333	1	1475/1500
TDRA000000003041	BERLIJN, SBB-PK : Germ. Oct. 351	4	1500
TDRA000000013252	Olim ALBERDINGK THIJM (Amsterdam) : Cat. 1890, nr. 1372	1	14??
TDRA000000007233	LONDEN, VAM : G. G. 25	1	
TDRA000000010997	LOS ANGELES, PGM : Ludwig IX 19	1	1525/1530
TDRA000000003055	BERLIJN, SBB-PK : Germ. Oct. 404	1	
TDRA000000006663	BRUSSEL, KB : IV 35	1	1460
TDRA000000009550	AMSTERDAM, BPH : BPH 176	1	1430/1440
TDRA000000008128	TILBURG, UB : KHS 19	2	1564
TDRA000000004712	DARMSTADT, HLHB : 1922	31	1475
TDRA000000012164	PARIJS, MC : 21533	15	1465/1475
TDRA000000003069	BERLIJN, SBB-PK : Germ. Oct. 472 (79)	1	1475/1500
TDRA000000000560	ROTTERDAM, GB : 96 E 15	14	1475/1500
TDRA000000010798	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1440
TDRA000000006878	WENEN, ONB : 1907	2	1486/1488
TDRA000000010149	OXFORD, SJC : 82	1	1450/1475
TDRA000000005222	'S-GRAVENHAGE, KB : 74 F 2	16	1481
TDRA000000006071	AMSTERDAM, UB : V J 10	22	1465
TDRA000000016262	Olim TENNER (Heidelberg) : Cat. 136 nr. 1694	1	14??
TDRA000000000400	'S-GRAVENHAGE, MM : 10 F 2	5	1460
TDRA000000004666	NEW YORK, PML : M. 349	1	1440
TDRA000000003109	'S-GRAVENHAGE, KB : 76 E 6	11	1400/1450
TDRA000000012010	SAN MARINO, HL : HM 1144	1	1425/1475
TDRA000000009356	LUIK, UB : 3591	1	1520/1558
TDRA000000016276	BOSWIJK (Brunssum) : z.s.	1	1470
TDRA000000013468	BRUSSEL, KB : II 459	1	14??
TDRA000000004114	BRUSSEL, KB : II 3636	1	15??
TDRA000000000399	'S-GRAVENHAGE, MM : 10 E 47	2	1480
TDRA000000010834	'S-GRAVENHAGE, KB : 133 D 11	1	1525
TDRA000000015794	BRUSSEL, KB : II 3346	1	
TDRA000000005593	HAMBURG, KK : 10	1	
TDRA000000008909	MÜNSTER, DM : BM 1748	1	
TDRA000000006924	AMSTERDAM, BPH : ICN 132	1	1475/1500
TDRA000000013497	Olim DENIE (Antwerpen) : Cat. 1951 nr. 160	1	14??
TDRA000000012979	MILAAN, BT : 465	1	
TDRA000000009395	LONDEN, BL : Stowe 21	9	1440/1460
TDRA000000008935	ORANGE, SMA : s.o.	1	1475/1500
TDRA000000005746	LUIK, UB : Wittert 42	7	15??
TDRA000000003337	'S-GRAVENHAGE, KB : 74 G 3	1	1475/1500
TDRA000000011041	BALTIMORE, WAG : W. 180	1	1460/1470
TDRA000000003323	'S-GRAVENHAGE, KB : 133 D 3	1	1475/1490
TDRA000000008276	PRINCETON, UL : Garrett 63	4	1500/1525
TDRA000000014677	Olim BOUTOURLIN (Parijs) : Cat. 1840-11-16, nr. 77	1	15??
TDRA000000004464	OXFORD, BL : Rawlinson Liturg. e 9*	1	14??
TDRA000000004316	CAMBRIDGE, FM : McClean 99	1	1526
TDRA000000014105	Olim HIERSEMANN (Leipzig) : Cat. 487 nr. 85	1	14??
TDRA000000002767	'S-HEERENBERG, HB : 74	1	1510
TDRA000000007192	MADRID, BN : Vit. 25-4	1	
TDRA000000011928	Olim CHRISTIE'S (Londen) : Cat. 1987-12-02, nr.39	1	1425/1475
TDRA000000013859	Olim TRAU (Wenen) : Cat. 1905 nr. 50	1	14??
TDRA000000002940	BERLIJN, SBB-PK : Germ. Qu. 818	1	
TDRA000000007838	EDINBURGH, UL : 305	1	1450/1500
TDRA000000011914	Olim SOTHEBY'S (Londen) : Cat. 1992-12-07, nr.56 (1)	1	15??
TDRA000000007810	DURHAM, CL : Hunter 98	1	1425/1475
TDRA000000007804	STRATTON, DA : 33554	1	1400/1425
TDRA000000013871	Olim DE FREMERY : s.o.	1	
TDRA000000005975	OXFORD, BL : Cat. 3083	1	
TDRA000000014878	Olim CYVERT : Cat. 1808, nr. 82	1	1502
TDRA000000008289	HEIDELBERG, UB : Salem IX f	1	
TDRA000000007809	DURHAM, BM : 091 MED 9	1	1425/1475
TDRA000000014875	CAMBRIDGE, MHS : Wat. D.V.3	1	1500
TDRA000000005950	AMSTERDAM, MA : 254	2	1470
TDRA000000000196	GENT, UB : 1330	64	14??
TDRA000000011931	Olim VAN ALFEN (Doorn) : 8	1	1475/1485
TDRA000000003306	'S-GRAVENHAGE, KB : 133 H 7	1	1425/1475
TDRA000000007606	BOSTON, PL : q. Med. 159	17	14??
TDRA000000005011	KEULEN, HA : W* 254	13	14??
TDRA000000003460	'S-GRAVENHAGE, KB : 133 H 10	6	1425/1475
TDRA000000007174	BRUSSEL, KB : II 641	1	
TDRA000000003312	'S-GRAVENHAGE, KB : 71 G 55	5	1425/1475
TDRA000000009171	CAMBRIDGE, FM : 288	1	1270
TDRA000000004455	OXFORD, BL : Marshall 123	1	1450/1500
TDRA000000013897	Olim VAN DER LINDE : Cat. 1864, nr. 204	1	14??
TDRA000000006524	WENEN, ONB : Series Nova 4254	1	
TDRA000000014134	DARMSTADT, HLHB : 80	1	1450/1500
TDRA000000010805	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1470
TDRA000000009398	LONDEN, BL : Yates Thompson 4	1	1460
TDRA000000010811	NEW YORK, PML : M. 696	1	1540
TDRA000000008938	OXFORD, BL : Marshall 128	1	14??
TDRA000000002583	ANTWERPEN, MPM : M. 246	1	15??
TDRA000000010187	TENSCHERT (Rotthalmünster) : Cat. 25/1990, nr. 26	1	
TDRA000000008910	MÜNSTER, DM : BM 1749	1	14??
TDRA000000015799	Olim GETZ (Beverly Hills) : 17	1	14??
TDRA000000014493	BRUSSEL, KB : 10537-40	1	14??
TDRA000000016284	MULDER (Linden) : Hs. 4	1	1500/1550
TDRA000000003851	BRUSSEL, KB : 12080	24	1485
TDRA000000009429	AMSTERDAM, BPH : ICN 42	1	14??
TDRA000000003676	BRUSSEL, KB : 2955-56	3	1564
TDRA000000004131	BRUSSEL, KB : II 7449	3	14??
TDRA000000012753	CAMBRIDGE, FM : Cat. 146	1	1500/1525
TDRA000000015982	Olim BORGER (Amsterdam) : Cat. 1777, 8° nr. 13	1	
TDRA000000006040	Olim LEUVEN, UB : D 380 (verloren)	41	1526
TDRA000000012021	SAN MARINO, HL : HM 25773	1	1475/1500
TDRA000000015028	Olim SIX VAN HILLEGOM (Amsterdam) : Cat. 1928 nr. 202	1	1475/1500
TDRA000000009401	CHICAGO, NL : 56	16	1430/1450
TDRA000000006732	OXFORD, BL : Rawlinson Liturg. e 14	1	1430
TDRA000000004904	KEULEN, HA : GB Oct. 71	26	1470
TDRA000000003931	BRUSSEL, KB : 19551	33	14??
TDRA000000004092	BRUSSEL, KB : II 2923	1	14??
TDRA000000005367	MÜNCHEN, BSB : Cgm 104	9	1460/1470
TDRA000000006108	MÜNSTER, UB : 786	1	1500
TDRA000000003070	BERLIJN, SBB-PK : Theol. Lat. Qu. 146	1	1480
TDRA000000003064	BERLIJN, SBB-PK : Germ. Oct. 602	1	
TDRA000000005373	MÜNCHEN, BSB : Cgm 126	1	14??
TDRA000000003702	BRUSSEL, KB : 3088	10	13??
TDRA000000009561	AMSTERDAM, BPH : BPH 193	1	1545
TDRA000000004723	DARMSTADT, HLHB : 1866	2	1490
TDRA000000010756	BALTIMORE, WAG : W. 164	1	143?
TDRA000000006120	MÜNSTER, UB : 791	5	1500/1525
TDRA000000010742	BLOOMINGTON, IU : Ricketts 127	1	1475/1500
TDRA000000004737	DARMSTADT, HLHB : 1903	5	1500
TDRA000000012155	MONTSERRAT, BM : 1042 VII	1	14??
TDRA000000014242	BRUGGE, SA : Hs. 36	1	14??
TDRA000000009575	BERLIJN, SBB-PK : Theol. Lat. Qu. 213	1	1459/1460
TDRA000000006646	BRUSSEL, KB : 9798	1	1420/1430
TDRA000000014915	PARIJS, BN : Nouv. acq. Lat. 195	1	
TDRA000000009944	USHAW, SCC : 14	1	1400/1425
TDRA000000013908	Olim VAN DER LINDE : Cat. 1864, nr. 210	1	14??
TDRA000000002805	LEEUWARDEN, PBF : 692 Hs.	7	1480/1490
TDRA000000005824	UTRECHT, MCC : ABM 112	1	1420
TDRA000000014929	WARBURG (New York) : 5	1	1480
TDRA000000013920	Olim VAN DER LINDE : Cat. 1864, nr. 229	1	14??
TDRA000000013934	Olim NEDERMEIJER BOSCH : Cat. 1848, nr. 354	1	
TDRA000000006487	ANTWERPEN, MPM : M. 255	9	1424
TDRA000000003299	'S-GRAVENHAGE, KB : 133 H 18	1	1475
TDRA000000005830	Olim LÜBECK, SB : Theol. Germ. 94	6	1513
TDRA000000002187	SINT-PETERSBURG, BAN : O 74	2	1400
TDRA000000008327	FULDA, LB : Aa 86	1	1500
TDRA000000008441	Olim SOTHEBY'S (Londen) : Cat. 1971-12-06, nr.55	1	1450/1500
TDRA000000003500	'S-GRAVENHAGE, KB : 73 F 28	22	1540/1550
TDRA000000007766	CAMBRIDGE, HUL : Typ. 39	23	1530
TDRA000000008333	FULDA, LB : Aa 133	1	1500/1550
TDRA000000002178	LEIPZIG, UB : 1516	9	1400
TDRA000000003266	'S-GRAVENHAGE, KB : 130 E 1	1	1530
TDRA000000011892	DEVENTER, SAB : 2000 D 21 KL	1	1490
TDRA000000001459	ENSCHEDE, RT : Inv. 290	7	1425/1475
TDRA000000002636	'S-GRAVENHAGE, KB : 135 K 11	1	1430
TDRA000000010232	MANCHESTER, CL : 33667	1	1475/1500
TDRA000000007982	BRUSSEL, KB : IV 1140	1	1565
TDRA000000002622	'S-GRAVENHAGE, KB : 135 F 2	7	1453
TDRA000000011886	LEIDEN, UB : BPL 3073	1	1425/1450
TDRA000000010227	LIVERPOOL, UL : F.2.19	1	1400/1450
TDRA000000011887	LEIDEN, UB : BPL 3074	1	1470
TDRA000000004534	LONDEN, BL : Burney 339	7	
TDRA000000010233	MANCHESTER, PL : G.091.H.2	1	1425/1475
TDRA000000007997	MULDER (Linde) : Hs. 10	52	1520
TDRA000000002637	'S-GRAVENHAGE, KB : 135 K 15	1	1450/1500
TDRA000000014055	TRIER, BA : s.o.	1	1350/1400
TDRA000000001316	LEIDEN, UB : LTK 284	14	1400/1450
TDRA000000003267	'S-GRAVENHAGE, KB : 76 F 7	1	1468
TDRA000000004508	LONDEN, BL : Harley 2850	10	1450/1500
TDRA000000009038	TENSCHERT (Rotthalmünster) : Cat. 16, nr.13	1	1456
TDRA000000003273	'S-GRAVENHAGE, KB : 131 H 3	1	1472/1500
TDRA000000005602	ANTWERPEN, SB : B 11418	1	14??
TDRA000000015377	FRAUENFELD, KB : Y 25	1	14??
TDRA000000007773	CARDIFF, CL : 1370	1	1491
TDRA000000004291	CAMBRIDGE, FM : 161	3	14??
TDRA000000002186	SINT-PETERSBURG, BAN : O 254	16	1470/1490
TDRA000000003298	'S-GRAVENHAGE, KB : 133 G 27	1	1400/1425
TDRA000000005825	UTRECHT, UB : 5 J 26	1	1415
TDRA000000013921	Olim VAN DER LINDE : Cat. 1864, nr. 230	1	14??
TDRA000000006492	UTRECHT, UB : 8 L 20	9	1475
TDRA000000013909	Olim VAN DER LINDE : Cat. 1864, nr. 213	1	14??
TDRA000000009951	WORCESTER, CL : Q.103	1	1475/1500
TDRA000000011878	Olim SOTHEBY'S (Londen) : Cat. 1984-07-03, nr.25	1	1520/1530
TDRA000000004736	DARMSTADT, HLHB : 70	1	1451
TDRA000000000550	ROTTERDAM, GB : 96 E 4	12	1350/1400
TDRA000000010743	BLOOMINGTON, IU : Ricketts 128	1	1475/1500
TDRA000000002435	WENEN, ONB : Series Nova 12868	12	1431
TDRA000000009560	AMSTERDAM, BPH : BPH 192	1	1510/1515
TDRA000000010757	ABERYSTWYTH, NLW : Add. 494 A	1	1450
TDRA000000006135	MÜNSTER, UB : 902	7	1520
TDRA000000004722	DARMSTADT, HLHB : 1894	3	1493
TDRA000000008130	ROME, BAV : s.o	2	
TDRA000000007203	BRUSSEL, KB : 10531	1	14??
TDRA000000003703	BRUSSEL, KB : 3090	15	15??
TDRA000000005372	MÜNCHEN, BSB : Cgm 122	9	1450/1500
TDRA000000005366	MÜNCHEN, BSB : Cgm 103	11	1465
TDRA000000003071	BERLIJN, SBB-PK : Theol. Lat. Qu. 166	1	1425/1450
TDRA000000006109	AMSTERDAM, UB : X E 49	16	
TDRA000000013289	Olim MULLER (Amsterdam) : Cat. 1922-05-24, nr. 91	1	1500/1525
TDRA000000004093	BRUSSEL, KB : II 2945	1	
TDRA000000010794	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1440
TDRA000000008681	Olim KALININGRAD, UB : 15899	1	1400/1500
TDRA000000015997	METZ, BM : 1255	1	1488
TDRA000000012020	SAN MARINO, HL : HM 1344	1	1500/1525
TDRA000000009400	BALTIMORE, WAG : W. 239	1	1430/1445
TDRA000000015029	Olim SIX VAN HILLEGOM (Amsterdam) : Cat. 1928 nr. 204	1	14??
TDRA000000012752	CAMBRIDGE, FM : Cat. 139	1	1480/1490
TDRA000000010145	BASSANO, BMC : 1564	1	1400/1425
TDRA000000009414	ALTENBURG, SB : AB 6 D 4	1	
TDRA000000006041	'S-GRAVENHAGE, KB : KA 37	36	1450/1500
TDRA000000009372	LEIDEN, UB : BPL 3300	38	1450/1475
TDRA000000015773	Olim MARCUS (Amsterdam) : Cat. 1750, 8° nr. 32	1	
TDRA000000015015	PHILADELPHIA, FL : Lewis European 109	1	1537
TDRA000000002569	ANTWERPEN, MPM : M. 16.12	8	14??/15??
TDRA000000007405	ROME, BAV : Vat. Lat. 9216	13	14??
TDRA000000015001	MEERSBURG, DM : Hülshoff 2	1	1500
TDRA000000016285	MULDER (Linden) : Hs. 5.	1	1567
TDRA000000004681	NEW YORK, PML : M. 76	8	1450
TDRA000000015954	Olim BIJSTERBOS : Cat. 1899 nr. 3831	1	14??
TDRA000000002596	ANTWERPEN, MPM : M. 14.18	23	14??
TDRA000000003850	BRUSSEL, KB : 12079	44	15??
TDRA000000010192	GLASGOW, UL : Euing 3	1	1450/1500
TDRA000000010186	MODENA, BE : Lat. 811	1	1430
TDRA000000015798	Olim GETZ (Beverly Hills) : 16	1	14??
TDRA000000004695	BALTIMORE, WAG : W. 188	1	1435
TDRA000000010804	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1470/1480
TDRA000000014135	Olim DE VRIES (Amsterdam) : 5 (BNM)	1	14??
TDRA000000005038	KEULEN, HA : W Oct. 57	1	
TDRA000000002757	'S-HEERENBERG, HB : 24	1	1440/1460
TDRA000000012236	STUTTGART, WLB : Brev. 4	1	14??
TDRA000000005992	KASSEL, UB-LMB : Theol. Oct. 15	2	
TDRA000000005004	Olim UTRECHT, ABM : 82 (verloren)	1	
TDRA000000003313	'S-GRAVENHAGE, KB : 130 E 20	7	1470/1490
TDRA000000008252	JONGENEEL (Rotterdam) : 1	3	1455
TDRA000000003307	'S-GRAVENHAGE, KB : 129 G 1	1	1425/1475
TDRA000000006519	WENEN, ONB : 1986	1	
TDRA000000007607	BOSTON, PL : q. Med. 160	5	1450/1475
TDRA000000013855	Olim TRAU (Wenen) : Cat. 1905 nr. 38	1	1450/1500
TDRA000000007188	NEW YORK, PML : M. 6	1	
TDRA000000011932	Olim VAN ALFEN (Doorn) : 12	1	
TDRA000000007836	EDINBURGH, NLS : Acc. 6236	1	1475/1500
TDRA000000000195	GENT, UB : 1329	2	1450/1500
TDRA000000013857	Olim TRAU (Wenen) : Cat. 1905 nr. 42	1	14??
TDRA000000004495	LONDEN, BL : Harley 2434	18	1470/1490
TDRA000000001506	LEIDEN, UB : LTK 2055	6	1375/1400
TDRA000000008244	SCHELLEKENS ('s-Hertogenbosch) : z.s.	29	1475/1500
TDRA000000003311	'S-GRAVENHAGE, KB : 74 G 8	1	1450/1475
TDRA000000004318	CAMBRIDGE, TC : B 11.22	1	1300
TDRA000000011073	BRUSSEL, KB : 9484	1	1410/1415
TDRA000000005012	KEULEN, HA : W* 255	1	
TDRA000000003305	'S-GRAVENHAGE, KB : 71 G 54	1	1525/1575
TDRA000000008250	MAAS (Arnhem) : z.s.	7	1480
TDRA000000005984	GENT, UB : 1734	8	
TDRA000000002755	'S-HEERENBERG, HB : 21	1	1465
TDRA000000014137	Olim DE VRIES (Amsterdam) : 7 (BNM)	1	1460
TDRA000000010423	Olim SOTHEBY'S (Londen) : Cat. 1937-03-22/24, nr. 85	1	
TDRA000000014645	Olim SOTHEBY'S (Londen) : Cat. 1995-12-05, nr. 55	1	15??
TDRA000000005990	BALTIMORE, WAG : W. 782	15	1445
TDRA000000003339	'S-GRAVENHAGE, KB : 74 G 4	1	1475/1500
TDRA000000004456	OXFORD, BL : Marshall 125	4	1475/1500
TDRA000000010806	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1460/1470
TDRA000000010190	CESENA, BM : 3, 176	1	
TDRA000000003852	BRUSSEL, KB : 12081	26	1475/1500
TDRA000000002594	ANTWERPEN, MPM : M. 14.17	30	14??
TDRA000000013499	Olim DENIE (Antwerpen) : Cat. 1951 nr. 276	1	1500
TDRA000000016293	REISS & SOHN (Königstein) : Cat. 142 (veiling 10-5-2011) nr. 165	1	1465/1466
TDRA000000015942	BALTIMORE, WAG : W. 337	1	1512
TDRA000000003675	BRUSSEL, KB : 2954	15	14??
TDRA000000015771	LÜBECK, SB : Theol. Germ. 89	9	14??
TDRA000000016278	DEVENTER, SAB : 2000 D 23 KL	1	1430/1450
TDRA000000004668	OSNABRÜCK, BA : 5	1	1500
TDRA000000007407	UDEN, MRK : s.o.	11	1530
TDRA000000000368	NIJMEGEN, UB : 319	10	1500/1550
TDRA000000002557	WEIMAR, HAAB : Oct. 81	6	1500/1525
TDRA000000006731	KRAUS (New York) : Cat. 117, z.nr.	1	
TDRA000000010153	OXFORD, QC : 349	1	1475/1500
TDRA000000000426	UTRECHT, MCC : BMH 14	11	1460/1470
TDRA000000010635	WENEN, ONB : 1944	1	1510/1520
TDRA000000001738	BRUSSEL, KB : IV 302	6	15??
TDRA000000002231	AMSTERDAM, UB : I G 16	4	1400/1425
TDRA000000012036	Olim FALKNER (Durham) : Cat. 1932-12-12/14, nr.209	1	14??
TDRA000000006043	GÖTTINGEN, NSUB : Theol. 243	4	14??
TDRA000000009370	'S-GRAVENHAGE, KB : 71 E 57	21	1584
TDRA000000016250	MULDER (Linden) : Hs. 1	1	1450/1500
TDRA000000009416	PARIJS, BN : Nouv. acq. Lat. 394	1	
TDRA000000012750	VIRGIN (Qvarnfors) : z.s.	1	1500
TDRA000000003885	BRUSSEL, KB : 15110	8	15??
TDRA000000002543	Olim WARSCHAU, BK : 8 (verloren)	5	1480
TDRA000000009589	BRUSSEL, KB : IV 1265	1	1440/1460
TDRA000000008697	LONDEN, SA : 712	1	14??
TDRA000000010972	ROTHSCHILD (Waddesdon Manor) : 4	1	1430
TDRA000000015188	LIVERPOOL, UL : F.2.15	1	1551
TDRA000000005370	MÜNCHEN, BSB : Cgm 112	6	14??
TDRA000000004708	DARMSTADT, HLHB : 1002	28	1474
TDRA000000008132	MÜNSTER-ALBACHTEN (Mühlen) : 707	12	
TDRA000000010741	BLOOMINGTON, IU : Ricketts 126	1	14??
TDRA000000000552	ROTTERDAM, GB : 96 G 8	16	1457
TDRA000000006137	Olim MÜNSTER, UB : 783 (verloren)	11	1398
TDRA000000010755	BALTIMORE, WAG : W. 215	1	1400/1415
TDRA000000002806	LEEUWARDEN, PBF : 693 Hs.	8	1500
TDRA000000008481	LEEUWARDEN, PBF : Bruikleen Ottema-Kingma Stichting z.s	1	1488
TDRA000000009947	USHAW, SCC : 43	1	1400/1475
TDRA000000002184	LEIPZIG, UB : 1658	2	
TDRA000000005199	FRANKFURT, MKH : Linelsammlung LM 11	1	
TDRA000000013923	Olim VAN DER LINDE : Cat. 1864, nr. 232	1	14??
TDRA000000001472	LEIDEN, UB : LTK 1532	15	1300/1400
TDRA000000003265	'S-GRAVENHAGE, KB : 133 E 13	1	1500/1525
TDRA000000005172	NIJMEGEN, JBB : 5000 CC 1	24	1545/1546
TDRA000000001314	LEIDEN, UB : LTK 282	2	1500/1550
TDRA000000010219	LIVERPOOL, UL : 12006	1	1450/1500
TDRA000000011113	BRUGGE, SB : 322	1	14??
TDRA000000004278	WEERT, GM : CMW 8	1	
TDRA000000005166	UTRECHT, MCC : BMH 164	1	1500
TDRA000000002609	'S-GRAVENHAGE, KB : 135 C 8	1	1500
TDRA000000003271	'S-GRAVENHAGE, KB : 74 G 35	1	1440
TDRA000000007017	AMSTERDAM, UBVU : XV 05505	1	1490/1500
TDRA000000014725	Olim BRILL (Leiden) : z.s.	1	1500/1525
TDRA000000003259	'S-GRAVENHAGE, KB : 71 J 74	1	1400/1450
TDRA000000011885	Olim SOTHEBY'S (Londen) : Cat. 1984-07-03, nr.90	1	1475/1500
TDRA000000009012	Olim CLAES (Antwerpen) : U 5	6	1470/1490
TDRA000000001328	LEIDEN, UB : LTK 296	10	1350/1500
TDRA000000010225	LIVERPOOL, UL : 12050	1	1432
TDRA000000002621	'S-GRAVENHAGE, KB : 135 F 1	1	1475/1500
TDRA000000014057	TRIER, BA : s.o.	1	14??
TDRA000000002635	'S-GRAVENHAGE, KB : 135 K 17	2	1450/1475
